token_id	token	etiqueta_H1	etiqueta_H2
14267	l	O	O
14268	ong	O	O
14269	 and	O	O
14270	 a	O	O
14271	 s	O	O
14272	a	O	O
14273	d	O	O
14274	 t	O	O
14275	a	O	O
14276	le	O	O
14277	!”	O	O
14278	 sai	O	O
14279	d the 	O	O
14280	M	B-ENT	O
14281	ou	O	O
14282	se	O	O
14283	,	O	O
14284	 t	O	O
14285	ur	O	O
14286	n	O	O
14287	ing	O	O
14288	 to 	O	O
14289	Alice	B-ENT	B-ENT
14290	, and	O	O
14291	\n	O	O
14292	s	O	O
14293	i	O	O
14294	gh	O	O
14295	ing	O	O
14296	.\n\n“	O	O
14297	I	B-ENT	O
14298	t 	O	O
14299	_	O	O
14300	is	O	O
14301	_	O	O
14302	 a 	O	O
14303	l	O	O
14304	ong	O	O
14305	 t	O	O
14306	ai	O	O
14307	l	O	O
14308	, 	O	O
14309	c	O	O
14310	er	O	O
14311	t	O	O
14312	a	O	O
14313	in	O	O
14314	ly	O	O
14315	,” sai	O	O
14316	d 	O	O
14317	Alic	B-ENT	B-ENT
14318	e, 	O	O
14319	look	O	O
14320	ing 	O	O
14321	down	O	O
14322	 w	O	O
14323	ith	O	O
14324	 w	O	O
14325	on	O	O
14326	der	O	O
14327	\n	O	O
14328	at	O	O
14329	 the 	O	O
14330	M	B-ENT	O
14331	ou	O	O
14332	se	O	O
14333	’s	O	O
14334	 t	O	O
14335	ai	O	O
14336	l	O	O
14337	;	O	O
14338	 “	O	O
14339	but 	O	O
14340	wh	O	O
14341	y 	O	O
14342	d	O	O
14343	o 	O	O
14344	you 	O	O
14345	ca	O	O
14346	ll 	O	O
14347	it 	O	O
14348	s	O	O
14349	a	O	O
14350	d	O	O
14351	?”	O	O
14352	 	O	O
14353	A	B-ENT	O
14354	n	O	O
14355	d 	O	O
14356	she 	O	O
14357	k	O	O
14358	e	O	O
14359	p	O	O
14360	t 	O	O
14361	on	O	O
14362	\n	O	O
14363	p	O	O
14364	u	O	O
14365	z	O	O
14366	z	O	O
14367	l	O	O
14368	ing	O	O
14369	 ab	O	O
14370	out 	O	O
14371	it 	O	O
14372	w	O	O
14373	hi	O	O
14374	l	O	O
14375	e th	O	O
14376	e 	O	O
14377	M	B-ENT	O
14378	ou	O	O
14379	se 	O	O
14380	was	O	O
14381	 s	O	O
14382	p	O	O
14383	ea	O	O
14384	k	O	O
14385	ing	O	O
14386	,	O	O
14387	 s	O	O
14388	o	O	O
14389	 that 	O	O
14390	her 	O	O
14391	id	O	O
14392	ea	O	O
14393	 	O	O
14394	of	O	O
14395	 the\n	O	O
14396	t	O	O
14397	al	O	O
14398	e 	O	O
14399	was	O	O
14400	 s	O	O
14401	om	O	O
14402	e	O	O
14403	th	O	O
14404	ing 	O	O
14405	li	O	O
14406	k	O	O
14407	e th	O	O
14408	is	O	O
14409	:	O	O
14410	—	O	O
14411	\n\n	O	O
14412	    	O	O
14413	    	O	O
14414	 “	O	O
14415	F	B-ENT	O
14416	ur	O	O
14417	y	O	O
14418	 sai	O	O
14419	d	O	O
14420	 to	O	O
14421	 a 	O	O
14422	m	O	O
14423	ou	O	O
14424	se	O	O
14425	, 	O	O
14426	T	B-ENT	O
14427	hat 	O	O
14428	he 	O	O
14429	m	O	O
14430	e	O	O
14431	t 	O	O
14432	in	O	O
14433	 the 	O	O
14434	h	O	O
14435	ou	O	O
14436	se	O	O
14437	, 	O	O
14438	‘	O	O
14439	L	B-ENT	O
14440	e	O	O
14441	t 	O	O
14442	u	O	O
14443	s 	O	O
14444	b	O	O
14445	o	O	O
14446	th	O	O
14447	\n	O	O
14448	    	O	O
14449	    	O	O
14450	 	O	O
14451	go	O	O
14452	 to 	O	O
14453	la	O	O
14454	w	O	O
14455	:	O	O
14456	 	O	O
14457	_	O	O
14458	I	B-ENT	O
14459	_	O	O
14460	 w	O	O
14461	i	O	O
14462	ll 	O	O
14463	p	O	O
14464	ro	O	O
14465	se	O	O
14466	c	O	O
14467	ut	O	O
14468	e 	O	O
14469	_	O	O
14470	you	O	O
14471	_	O	O
14472	.	O	O
14473	—	O	O
14474	C	B-ENT	O
14475	om	O	O
14476	e, 	O	O
14477	I’	O	O
14478	ll	O	O
14479	 t	O	O
14480	a	O	O
14481	ke 	O	O
14482	no	O	O
14483	\n	O	O
14484	    	O	O
14485	    	O	O
14486	 	O	O
14487	d	O	O
14488	en	O	O
14489	i	O	O
14490	al	O	O
14491	;	O	O
14492	 	O	O
14493	W	B-ENT	O
14494	e 	O	O
14495	m	O	O
14496	us	O	O
14497	t 	O	O
14498	ha	O	O
14499	ve 	O	O
14500	a	O	O
14501	 t	O	O
14502	ri	O	O
14503	al	O	O
14504	:	O	O
14505	 	O	O
14506	F	B-ENT	O
14507	or 	O	O
14508	rea	O	O
14509	ll	O	O
14510	y	O	O
14511	 th	O	O
14512	is 	O	O
14513	m	O	O
14514	or	O	O
14515	n	O	O
14516	ing 	O	O
14517	I’	O	O
14518	v	O	O
14519	e\n	O	O
14520	    	O	O
14521	    	O	O
14522	 	O	O
14523	no	O	O
14524	th	O	O
14525	ing	O	O
14526	 to 	O	O
14527	do	O	O
14528	.	O	O
14529	’	O	O
14530	 	O	O
14531	S	B-ENT	O
14532	ai	O	O
14533	d the 	O	O
14534	m	O	O
14535	ou	O	O
14536	se 	O	O
14537	to	O	O
14538	 the 	O	O
14539	c	O	O
14540	ur	O	O
14541	, 	O	O
14542	‘	O	O
14543	S	B-ENT	O
14544	uch	O	O
14545	 a	O	O
14546	 t	O	O
14547	ri	O	O
14548	al	O	O
14549	, 	O	O
14550	d	O	O
14551	ear	O	O
14552	\n	O	O
14553	    	O	O
14554	    	O	O
14555	 s	O	O
14556	ir	O	O
14557	, 	O	O
14558	W	B-ENT	O
14559	ith	O	O
14560	 	O	O
14561	n	O	O
14562	o 	O	O
14563	j	O	O
14564	ur	O	O
14565	y 	O	O
14566	or 	O	O
14567	j	O	O
14568	u	O	O
14569	d	O	O
14570	g	O	O
14571	e, 	O	O
14572	w	O	O
14573	ould 	O	O
14574	be 	O	O
14575	wa	O	O
14576	st	O	O
14577	ing 	O	O
14578	our	O	O
14579	 	O	O
14580	b	O	O
14581	rea	O	O
14582	th	O	O
14583	.	O	O
14584	’	O	O
14585	\n	O	O
14586	    	O	O
14587	    	O	O
14588	 	O	O
14589	‘	O	O
14590	I’	O	O
14591	ll 	O	O
14592	be 	O	O
14593	j	O	O
14594	u	O	O
14595	d	O	O
14596	g	O	O
14597	e, 	O	O
14598	I’	O	O
14599	ll 	O	O
14600	be 	O	O
14601	j	O	O
14602	ur	O	O
14603	y	O	O
14604	,	O	O
14605	’	O	O
14606	 	O	O
14607	S	B-ENT	O
14608	ai	O	O
14609	d 	O	O
14610	c	O	O
14611	un	O	O
14612	n	O	O
14613	ing 	O	O
14614	ol	O	O
14615	d 	O	O
14616	F	B-ENT	O
14617	ur	O	O
14618	y	O	O
14619	:	O	O
14620	 	O	O
14621	‘	O	O
14622	I’	O	O
14623	ll	O	O
14624	\n	O	O
14625	    	O	O
14626	    	O	O
14627	 t	O	O
14628	ry	O	O
14629	 the 	O	O
14630	wh	O	O
14631	ol	O	O
14632	e 	O	O
14633	ca	O	O
14634	u	O	O
14635	se	O	O
14636	, and 	O	O
14637	c	O	O
14638	on	O	O
14639	d	O	O
14640	e	O	O
14641	m	O	O
14642	n	O	O
14643	 	O	O
14644	you	O	O
14645	 to 	O	O
14646	d	O	O
14647	ea	O	O
14648	th	O	O
14649	.	O	O
14650	’	O	O
14651	”\n\n“	O	O
14652	Y	B-ENT	O
14653	ou	O	O
14654	 a	O	O
14655	r	O	O
14656	e 	O	O
14657	no	O	O
14658	t	O	O
14659	 at	O	O
14660	t	O	O
14661	en	O	O
14662	d	O	O
14663	ing	O	O
14664	!”	O	O
14665	 sai	O	O
14666	d the 	O	O
14667	M	B-ENT	O
14668	ou	O	O
14669	se 	O	O
14670	to 	O	O
14671	Alice 	O	O
14672	se	O	O
14673	ver	O	O
14674	e	O	O
14675	ly	O	O
14676	. “	O	O
14677	W	B-ENT	O
14678	hat	O	O
14679	 a	O	O
14680	re	O	O
14681	\n	O	O
14682	you	O	O
14683	 th	O	O
14684	ink	O	O
14685	ing 	O	O
14686	of	O	O
14687	?	O	O
14688	”\n\n“	O	O
14689	I 	O	O
14690	beg	O	O
14691	 	O	O
14692	you	O	O
14693	r	O	O
14694	 	O	O
14695	p	O	O
14696	ar	O	O
14697	d	O	O
14698	on	O	O
14699	,” sai	O	O
14700	d 	O	O
14701	Alice 	O	O
14702	very 	O	O
14703	h	O	O
14704	u	O	O
14705	m	O	O
14706	b	O	O
14707	ly	O	O
14708	:	O	O
14709	 “	O	O
14710	you 	O	O
14711	had 	O	O
14712	go	O	O
14713	t	O	O
14714	 to	O	O
14715	 the 	O	O
14716	f	O	O
14717	i	O	O
14718	f	O	O
14719	th	O	O
14720	\n	O	O
14721	b	O	O
14722	en	O	O
14723	d	O	O
14724	, 	O	O
14725	I	B-ENT	O
14726	 th	O	O
14727	ink	O	O
14728	?	O	O
14729	”\n\n“	O	O
14730	I 	O	O
14731	had 	O	O
14732	_	O	O
14733	no	O	O
14734	t	O	O
14735	!	O	O
14736	_	O	O
14737	”	O	O
14738	 	O	O
14739	c	O	O
14740	ri	O	O
14741	ed	O	O
14742	 the 	O	O
14743	M	B-ENT	O
14744	ou	O	O
14745	se	O	O
14746	,	O	O
14747	 s	O	O
14748	ha	O	O
14749	r	O	O
14750	p	O	O
14751	ly	O	O
14752	 and 	O	O
14753	ver	O	O
14754	y	O	O
14755	 an	O	O
14756	g	O	O
14757	ri	O	O
14758	ly	O	O
14759	.\n\n“	O	O
14760	A	B-ENT	O
14761	 	O	O
14762	k	O	O
14763	no	O	O
14764	t	O	O
14765	!”	O	O
14766	 sai	O	O
14767	d 	O	O
14768	Alice	B-ENT	B-ENT
14769	,	O	O
14770	 a	O	O
14771	l	O	O
14772	wa	O	O
14773	y	O	O
14774	s 	O	O
14775	rea	O	O
14776	d	O	O
14777	y	O	O
14778	 to 	O	O
14779	ma	O	O
14780	ke 	O	O
14781	herself	O	O
14782	 	O	O
14783	u	O	O
14784	se	O	O
14785	f	O	O
14786	u	O	O
14787	l	O	O
14788	, and 	O	O
14789	look	O	O
14790	ing	O	O
14791	\n	O	O
14792	an	O	O
14793	x	O	O
14794	i	O	O
14795	ou	O	O
14796	s	O	O
14797	ly	O	O
14798	 ab	O	O
14799	out 	O	O
14800	her	O	O
14801	. “	O	O
14802	O	B-ENT	O
14803	h	O	O
14804	, 	O	O
14805	d	O	O
14806	o 	O	O
14807	le	O	O
14808	t 	O	O
14809	me 	O	O
14810	h	O	O
14811	el	O	O
14812	p	O	O
14813	 to 	O	O
14814	un	O	O
14815	d	O	O
14816	o 	O	O
14817	it	O	O
14818	!”	O	O
14819	\n\n“	O	O
14820	I	B-ENT	O
14821	 s	O	O
14822	ha	O	O
14823	ll 	O	O
14824	d	O	O
14825	o 	O	O
14826	no	O	O
14827	th	O	O
14828	ing 	O	O
14829	of the 	O	O
14830	s	O	O
14831	or	O	O
14832	t	O	O
14833	,” said the 	O	O
14834	M	B-ENT	O
14835	ou	O	O
14836	se	O	O
14837	, 	O	O
14838	ge	O	O
14839	t	O	O
14840	t	O	O
14841	ing 	O	O
14842	up	O	O
14843	 and	O	O
14844	\n	O	O
14845	wa	O	O
14846	l	O	O
14847	k	O	O
14848	ing	O	O
14849	 a	O	O
14850	wa	O	O
14851	y	O	O
14852	. “	O	O
14853	Y	B-ENT	O
14854	ou	O	O
14855	 	O	O
14856	in	O	O
14857	s	O	O
14858	u	O	O
14859	l	O	O
14860	t 	O	O
14861	me 	O	O
14862	b	O	O
14863	y	O	O
14864	 t	O	O
14865	al	O	O
14866	k	O	O
14867	ing	O	O
14868	 s	O	O
14869	uch	O	O
14870	 	O	O
14871	n	O	O
14872	on	O	O
14873	s	O	O
14874	en	O	O
14875	se	O	O
14876	!”	O	O
14877	\n\n“	O	O
14878	I 	O	O
14879	d	O	O
14880	id	O	O
14881	n	O	O
14882	’t 	O	O
14883	m	O	O
14884	ea	O	O
14885	n	O	O
14886	 	O	O
14887	it	O	O
14888	!”	O	O
14889	 	O	O
14890	p	O	O
14891	l	O	O
14892	ea	O	O
14893	d	O	O
14894	ed 	O	O
14895	po	O	O
14896	or 	O	O
14897	Alice	B-ENT	B-ENT
14898	. “	O	O
14899	B	B-ENT	O
14900	u	O	O
14901	t 	O	O
14902	you	O	O
14903	’	O	O
14904	r	O	O
14905	e 	O	O
14906	s	O	O
14907	o 	O	O
14908	ea	O	O
14909	s	O	O
14910	i	O	O
14911	ly 	O	O
14912	of	O	O
14913	f	O	O
14914	en	O	O
14915	d	O	O
14916	ed	O	O
14917	,\n	O	O
14918	you 	O	O
14919	know	O	O
14920	!”	O	O
14921	\n\n	O	O
14922	The 	O	O
14923	M	B-ENT	O
14924	ou	O	O
14925	se 	O	O
14926	on	O	O
14927	ly 	O	O
14928	g	O	O
14929	r	O	O
14930	ow	O	O
14931	l	O	O
14932	ed 	O	O
14933	in 	O	O
14934	re	O	O
14935	p	O	O
14936	ly	O	O
14937	.\n\n“	O	O
14938	P	B-ENT	O
14939	l	O	O
14940	ea	O	O
14941	se 	O	O
14942	c	O	O
14943	ome 	O	O
14944	b	O	O
14945	a	O	O
14946	ck	O	O
14947	 and 	O	O
14948	f	O	O
14949	in	O	O
14950	is	O	O
14951	h	O	O
14952	 	O	O
14953	you	O	O
14954	r	O	O
14955	 s	O	O
14956	t	O	O
14957	or	O	O
14958	y	O	O
14959	!”	O	O
14960	 	O	O
14961	Alice 	O	O
14962	ca	O	O
14963	ll	O	O
14964	ed	O	O
14965	 a	O	O
14966	f	O	O
14967	ter	O	O
14968	 	O	O
14969	it	O	O
14970	;	O	O
14971	 and	O	O
14972	\nth	O	O
14973	e 	O	O
14974	o	O	O
14975	ther	O	O
14976	s	O	O
14977	 a	O	O
14978	ll 	O	O
14979	j	O	O
14980	o	O	O
14981	in	O	O
14982	ed 	O	O
14983	in 	O	O
14984	ch	O	O
14985	or	O	O
14986	us	O	O
14987	, “	O	O
14988	Y	B-ENT	O
14989	es	O	O
14990	, 	O	O
14991	p	O	O
14992	l	O	O
14993	ea	O	O
14994	se 	O	O
14995	do	O	O
14996	!”	O	O
14997	 	O	O
14998	bu	O	O
14999	t	O	O
15000	 the 	O	O
15001	M	B-ENT	O
15002	ou	O	O
15003	se 	O	O
15004	on	O	O
15005	ly	O	O
15006	\n	O	O
15007	sh	O	O
15008	ook	O	O
15009	 	O	O
15010	it	O	O
15011	s 	O	O
15012	h	O	O
15013	ea	O	O
15014	d 	O	O
15015	im	O	O
15016	p	O	O
15017	at	O	O
15018	i	O	O
15019	en	O	O
15020	tl	O	O
15021	y	O	O
15022	, and 	O	O
15023	wa	O	O
15024	l	O	O
15025	k	O	O
15026	ed	O	O
15027	 a 	O	O
15028	little 	O	O
15029	qu	O	O
15030	i	O	O
15031	ck	O	O
15032	er	O	O
15033	.\n\n“	O	O
15034	W	B-ENT	O
15035	hat	O	O
15036	 a 	O	O
15037	p	O	O
15038	it	O	O
15039	y 	O	O
15040	it 	O	O
15041	w	O	O
15042	oul	O	O
15043	d	O	O
15044	n	O	O
15045	’t 	O	O
15046	st	O	O
15047	ay	O	O
15048	!”	O	O
15049	 s	O	O
15050	i	O	O
15051	gh	O	O
15052	ed	O	O
15053	 the 	O	O
15054	L	B-ENT	O
15055	or	O	O
15056	y	O	O
15057	,	O	O
15058	 as	O	O
15059	 s	O	O
15060	o	O	O
15061	on	O	O
15062	 as 	O	O
15063	it 	O	O
15064	was	O	O
15065	\n	O	O
15066	qu	O	O
15067	ite 	O	O
15068	out 	O	O
15069	of	O	O
15070	 s	O	O
15071	i	O	O
15072	gh	O	O
15073	t	O	O
15074	;	O	O
15075	 and	O	O
15076	 an	O	O
15077	 	O	O
15078	ol	O	O
15079	d 	O	O
15080	C	B-ENT	O
15081	r	O	O
15082	ab	O	O
15083	 t	O	O
15084	ook	O	O
15085	 the 	O	O
15086	o	O	O
15087	pp	O	O
15088	or	O	O
15089	t	O	O
15090	un	O	O
15091	it	O	O
15092	y 	O	O
15093	of	O	O
15094	 s	O	O
15095	ay	O	O
15096	ing	O	O
15097	 to	O	O
15098	\n	O	O
15099	her 	O	O
15100	d	O	O
15101	a	O	O
15102	u	O	O
15103	gh	O	O
15104	ter	O	O
15105	 “	O	O
15106	A	B-ENT	O
15107	h	O	O
15108	, 	O	O
15109	m	O	O
15110	y 	O	O
15111	d	O	O
15112	ear	O	O
15113	! 	O	O
15114	L	B-ENT	O
15115	e	O	O
15116	t	O	O
15117	 th	O	O
15118	is 	O	O
15119	be 	O	O
15120	a	O	O
15121	 	O	O
15122	l	O	O
15123	ess	O	O
15124	on	O	O
15125	 to 	O	O
15126	you 	O	O
15127	n	O	O
15128	ever	O	O
15129	 to 	O	O
15130	l	O	O
15131	o	O	O
15132	se	O	O
15133	\n	O	O
15134	_	O	O
15135	you	O	O
15136	r	O	O
15137	_	O	O
15138	 t	O	O
15139	e	O	O
15140	m	O	O
15141	p	O	O
15142	er	O	O
15143	!”	O	O
15144	 “	O	O
15145	H	B-ENT	O
15146	ol	O	O
15147	d 	O	O
15148	you	O	O
15149	r	O	O
15150	 t	O	O
15151	ong	O	O
15152	u	O	O
15153	e, 	O	O
15154	M	B-ENT	O
15155	a	O	O
15156	!”	O	O
15157	 sai	O	O
15158	d the 	O	O
15159	you	O	O
15160	n	O	O
15161	g	O	O
15162	 	O	O
15163	C	B-ENT	O
15164	r	O	O
15165	ab	O	O
15166	,	O	O
15167	 a 	O	O
15168	littl	O	O
15169	e\n	O	O
15170	s	O	O
15171	n	O	O
15172	a	O	O
15173	pp	O	O
15174	is	O	O
15175	h	O	O
15176	ly	O	O
15177	. “	O	O
15178	Y	B-ENT	O
15179	ou	O	O
15180	’	O	O
15181	r	O	O
15182	e 	O	O
15183	en	O	O
15184	ough	O	O
15185	 to	O	O
15186	 t	O	O
15187	ry	O	O
15188	 the 	O	O
15189	p	O	O
15190	at	O	O
15191	i	O	O
15192	en	O	O
15193	ce 	O	O
15194	of	O	O
15195	 an	O	O
15196	 	O	O
15197	o	O	O
15198	y	O	O
15199	st	O	O
15200	er	O	O
15201	!”	O	O
15202	\n\n“	O	O
15203	I	B-ENT	O
15204	 w	O	O
15205	is	O	O
15206	h	O	O
15207	 	O	O
15208	I 	O	O
15209	had 	O	O
15210	our	O	O
15211	 	O	O
15212	D	B-ENT	O
15213	in	O	O
15214	a	O	O
15215	h	O	O
15216	 	O	O
15217	her	O	O
15218	e, 	O	O
15219	I 	O	O
15220	know	O	O
15221	 	O	O
15222	I 	O	O
15223	do	O	O
15224	!”	O	O
15225	 sai	O	O
15226	d 	O	O
15227	Alice 	O	O
15228	al	O	O
15229	ou	O	O
15230	d	O	O
15231	,\n	O	O
15232	a	O	O
15233	d	O	O
15234	d	O	O
15235	r	O	O
15236	ess	O	O
15237	ing 	O	O
15238	no	O	O
15239	b	O	O
15240	o	O	O
15241	d	O	O
15242	y 	O	O
15243	in 	O	O
15244	p	O	O
15245	ar	O	O
15246	ti	O	O
15247	c	O	O
15248	u	O	O
15249	l	O	O
15250	ar	O	O
15251	. “	O	O
15252	S	B-ENT	O
15253	h	O	O
15254	e	O	O
15255	’	O	O
15256	d 	O	O
15257	s	O	O
15258	o	O	O
15259	on 	O	O
15260	f	O	O
15261	e	O	O
15262	t	O	O
15263	ch 	O	O
15264	it 	O	O
15265	b	O	O
15266	a	O	O
15267	ck	O	O
15268	!”	O	O
15269	\n\n“	O	O
15270	A	B-ENT	O
15271	n	O	O
15272	d 	O	O
15273	wh	O	O
15274	o 	O	O
15275	is 	O	O
15276	D	B-ENT	O
15277	in	O	O
15278	a	O	O
15279	h	O	O
15280	, 	O	O
15281	i	O	O
15282	f 	O	O
15283	I 	O	O
15284	m	O	O
15285	i	O	O
15286	gh	O	O
15287	t 	O	O
15288	v	O	O
15289	ent	O	O
15290	ur	O	O
15291	e 	O	O
15292	to	O	O
15293	 as	O	O
15294	k	O	O
15295	 the 	O	O
15296	qu	O	O
15297	es	O	O
15298	ti	O	O
15299	on	O	O
15300	?”	O	O
15301	 sai	O	O
15302	d	O	O
15303	 the\n	O	O
15304	L	O	O
15305	or	O	O
15306	y	O	O
15307	.\n\n	O	O
15308	Alice 	O	O
15309	re	O	O
15310	p	O	O
15311	li	O	O
15312	ed 	O	O
15313	ea	O	O
15314	g	O	O
15315	er	O	O
15316	ly	O	O
15317	, 	O	O
15318	for	O	O
15319	 she 	O	O
15320	was	O	O
15321	 a	O	O
15322	l	O	O
15323	wa	O	O
15324	y	O	O
15325	s 	O	O
15326	rea	O	O
15327	d	O	O
15328	y	O	O
15329	 to	O	O
15330	 t	O	O
15331	al	O	O
15332	k	O	O
15333	 ab	O	O
15334	out 	O	O
15335	her 	O	O
15336	p	O	O
15337	e	O	O
15338	t	O	O
15339	:	O	O
15340	\n	O	O
15341	“	O	O
15342	D	B-ENT	O
15343	in	O	O
15344	a	O	O
15345	h	O	O
15346	’s 	O	O
15347	our	O	O
15348	 	O	O
15349	c	O	O
15350	at	O	O
15351	. 	O	O
15352	A	B-ENT	O
15353	n	O	O
15354	d 	O	O
15355	sh	O	O
15356	e	O	O
15357	’s	O	O
15358	 s	O	O
15359	uch	O	O
15360	 a 	O	O
15361	ca	O	O
15362	p	O	O
15363	it	O	O
15364	al	O	O
15365	 	O	O
15366	one 	O	O
15367	for	O	O
15368	 	O	O
15369	c	O	O
15370	at	O	O
15371	ch	O	O
15372	ing 	O	O
15373	m	O	O
15374	i	O	O
15375	ce 	O	O
15376	you	O	O
15377	\n	O	O
15378	c	O	O
15379	an	O	O
15380	’	O	O
15381	t	O	O
15382	 th	O	O
15383	ink	O	O
15384	! 	O	O
15385	A	B-ENT	O
15386	n	O	O
15387	d 	O	O
15388	o	O	O
15389	h	O	O
15390	, 	O	O
15391	I	B-ENT	O
15392	 w	O	O
15393	is	O	O
15394	h	O	O
15395	 	O	O
15396	you 	O	O
15397	c	O	O
15398	ould 	O	O
15399	se	O	O
15400	e 	O	O
15401	her	O	O
15402	 a	O	O
15403	f	O	O
15404	ter	O	O
15405	 the 	O	O
15406	b	O	O
15407	ir	O	O
15408	d	O	O
15409	s	O	O
15410	! 	O	O
15411	W	B-ENT	O
15412	h	O	O
15413	y	O	O
15414	,\n	O	O
15415	sh	O	O
15416	e	O	O
15417	’	O	O
15418	ll 	O	O
15419	ea	O	O
15420	t	O	O
15421	 a 	O	O
15422	little 	O	O
15423	b	O	O
15424	ir	O	O
15425	d	O	O
15426	 as	O	O
15427	 s	O	O
15428	o	O	O
15429	on	O	O
15430	 as 	O	O
15431	look	O	O
15432	 a	O	O
15433	t 	O	O
15434	it	O	O
15435	!”	O	O
15436	\n\n	O	O
15437	T	O	O
15438	h	O	O
15439	is	O	O
15440	 s	O	O
15441	p	O	O
15442	ee	O	O
15443	ch 	O	O
15444	ca	O	O
15445	us	O	O
15446	ed	O	O
15447	 a 	O	O
15448	re	O	O
15449	m	O	O
15450	ar	O	O
15451	k	O	O
15452	ab	O	O
15453	l	O	O
15454	e 	O	O
15455	s	O	O
15456	en	O	O
15457	s	O	O
15458	at	O	O
15459	i	O	O
15460	on	O	O
15461	 a	O	O
15462	m	O	O
15463	ong	O	O
15464	 the 	O	O
15465	p	O	O
15466	ar	O	O
15467	t	O	O
15468	y	O	O
15469	. 	O	O
15470	S	B-ENT	O
15471	ome 	O	O
15472	of	O	O
15473	 the\n	O	O
15474	b	O	O
15475	ir	O	O
15476	d	O	O
15477	s 	O	O
15478	h	O	O
15479	ur	O	O
15480	ri	O	O
15481	ed 	O	O
15482	of	O	O
15483	f	O	O
15484	 a	O	O
15485	t 	O	O
15486	on	O	O
15487	ce	O	O
15488	:	O	O
15489	 	O	O
15490	one 	O	O
15491	ol	O	O
15492	d 	O	O
15493	M	B-ENT	O
15494	a	O	O
15495	g	O	O
15496	p	O	O
15497	i	O	O
15498	e 	O	O
15499	beg	O	O
15500	an	O	O
15501	 w	O	O
15502	ra	O	O
15503	pp	O	O
15504	ing 	O	O
15505	it	O	O
15506	self	O	O
15507	 	O	O
15508	up	O	O
15509	 	O	O
15510	ver	O	O
15511	y	O	O
15512	\n	O	O
15513	c	O	O
15514	ar	O	O
15515	e	O	O
15516	f	O	O
15517	u	O	O
15518	ll	O	O
15519	y	O	O
15520	, 	O	O
15521	re	O	O
15522	m	O	O
15523	ar	O	O
15524	k	O	O
15525	ing	O	O
15526	, “	O	O
15527	I 	O	O
15528	rea	O	O
15529	ll	O	O
15530	y 	O	O
15531	m	O	O
15532	us	O	O
15533	t 	O	O
15534	be 	O	O
15535	ge	O	O
15536	t	O	O
15537	t	O	O
15538	ing 	O	O
15539	h	O	O
15540	om	O	O
15541	e	O	O
15542	;	O	O
15543	 the 	O	O
15544	n	O	O
15545	i	O	O
15546	gh	O	O
15547	t	O	O
15548	-	O	O
15549	ai	O	O
15550	r	O	O
15551	\n	O	O
15552	do	O	O
15553	es	O	O
15554	n	O	O
15555	’t 	O	O
15556	s	O	O
15557	u	O	O
15558	it 	O	O
15559	m	O	O
15560	y	O	O
15561	 th	O	O
15562	ro	O	O
15563	at	O	O
15564	!”	O	O
15565	 and	O	O
15566	 a 	O	O
15567	C	B-ENT	O
15568	an	O	O
15569	ar	O	O
15570	y 	O	O
15571	ca	O	O
15572	ll	O	O
15573	ed 	O	O
15574	out 	O	O
15575	in	O	O
15576	 a	O	O
15577	 t	O	O
15578	re	O	O
15579	m	O	O
15580	b	O	O
15581	l	O	O
15582	ing 	O	O
15583	v	O	O
15584	o	O	O
15585	i	O	O
15586	c	O	O
15587	e\n	O	O
15588	to 	O	O
15589	it	O	O
15590	s 	O	O
15591	ch	O	O
15592	i	O	O
15593	l	O	O
15594	d	O	O
15595	r	O	O
15596	en	O	O
15597	, “	O	O
15598	C	B-ENT	O
15599	ome 	O	O
15600	a	O	O
15601	wa	O	O
15602	y	O	O
15603	, 	O	O
15604	m	O	O
15605	y 	O	O
15606	d	O	O
15607	ear	O	O
15608	s	O	O
15609	! 	O	O
15610	I	B-ENT	O
15611	t	O	O
15612	’s 	O	O
15613	hi	O	O
15614	gh	O	O
15615	 t	O	O
15616	i	O	O
15617	me 	O	O
15618	you	O	O
15619	 w	O	O
15620	ere 	O	O
15621	a	O	O
15622	ll 	O	O
15623	in	O	O
15624	\n	O	O
15625	b	O	O
15626	ed	O	O
15627	!”	O	O
15628	 	O	O
15629	O	B-ENT	O
15630	n	O	O
15631	 	O	O
15632	v	O	O
15633	ar	O	O
15634	i	O	O
15635	ou	O	O
15636	s 	O	O
15637	p	O	O
15638	re	O	O
15639	t	O	O
15640	ex	O	O
15641	t	O	O
15642	s	O	O
15643	 the	O	O
15644	y	O	O
15645	 a	O	O
15646	ll 	O	O
15647	m	O	O
15648	o	O	O
15649	v	O	O
15650	ed 	O	O
15651	of	O	O
15652	f	O	O
15653	, and 	O	O
15654	Alice 	O	O
15655	was	O	O
15656	 s	O	O
15657	o	O	O
15658	on 	O	O
15659	le	O	O
15660	f	O	O
15661	t	O	O
15662	\n	O	O
15663	al	O	O
15664	on	O	O
15665	e	O	O
15666	.\n\n“	O	O
15667	I	B-ENT	O
15668	 w	O	O
15669	is	O	O
15670	h	O	O
15671	 	O	O
15672	I 	O	O
15673	ha	O	O
15674	d	O	O
15675	n	O	O
15676	’t 	O	O
15677	m	O	O
15678	en	O	O
15679	ti	O	O
15680	on	O	O
15681	ed 	O	O
15682	D	B-ENT	O
15683	in	O	O
15684	a	O	O
15685	h	O	O
15686	!”	O	O
15687	 she 	O	O
15688	sai	O	O
15689	d	O	O
15690	 to 	O	O
15691	herself	O	O
